movie_id,title,genres,imdbId,poster_path,tmdbId
22,Copycat (1995),"['Crime', 'Drama', 'Thriller']",112722.0,/80czeJGSoik22fhtUM9WzyjUU4r.jpg,1710.0
23,Assassins (1995),['Thriller'],112401.0,/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,9691.0
24,Powder (1995),"['Drama', 'Sci-Fi']",114168.0,/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,12665.0
25,Leaving Las Vegas (1995),"['Drama', 'Romance']",113627.0,/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,451.0
26,Othello (1995),['Drama'],114057.0,/qM0BXEQjmnAzlkDZ0tYmV6twqMX.jpg,16420.0
27,Now and Then (1995),['Drama'],114011.0,/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg,9263.0
28,Persuasion (1995),['Romance'],114117.0,/si8911IezMvAnQFDvyg1nKzDlD.jpg,17015.0
29,"City of Lost Children, The (1995)","['Adventure', 'Sci-Fi']",112682.0,/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,902.0
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),['Drama'],115012.0,/qcoOCoN7viOhboGwhYXyApdDuiq.jpg,37557.0
31,Dangerous Minds (1995),['Drama'],112792.0,/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,9909.0
32,Twelve Monkeys (1995),"['Drama', 'Sci-Fi']",114746.0,/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,63.0
33,Wings of Courage (1995),"['Adventure', 'Romance']",114952.0,/k6ODtR38dKEfuzSGjggr8KDyAF4.jpg,78802.0
34,Babe (1995),"[""Children's"", 'Comedy', 'Drama']",112431.0,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,9598.0
35,Carrington (1995),"['Drama', 'Romance']",112637.0,/a7w6rPdTBgWAx6lnhwHemPx9pEw.jpg,47018.0
36,Dead Man Walking (1995),['Drama'],112818.0,/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg,687.0
37,Across the Sea of Time (1995),['Documentary'],112286.0,/lKOAyy098yjoot8cutYsStVO1WS.jpg,139405.0
38,It Takes Two (1995),['Comedy'],113442.0,/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,33689.0
39,Clueless (1995),"['Comedy', 'Romance']",112697.0,/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,9603.0
40,"Cry, the Beloved Country (1995)",['Drama'],112749.0,/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg,34615.0
41,Richard III (1995),"['Drama', 'War']",114279.0,/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,31174.0
42,Dead Presidents (1995),"['Action', 'Crime', 'Drama']",112819.0,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,11443.0
43,Restoration (1995),['Drama'],114272.0,/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg,35196.0
44,Mortal Kombat (1995),"['Action', 'Adventure']",113855.0,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,9312.0
45,To Die For (1995),"['Comedy', 'Drama']",114681.0,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,577.0
46,How to Make an American Quilt (1995),"['Drama', 'Romance']",113347.0,/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,11861.0
47,Seven (Se7en) (1995),"['Crime', 'Thriller']",114369.0,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,807.0
48,Pocahontas (1995),"['Animation', ""Children's"", 'Musical', 'Romance']",114148.0,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,10530.0
49,When Night Is Falling (1995),"['Drama', 'Romance']",114916.0,/wnUuYc9XnWrTTAGz8YjjULA3Zmr.jpg,8391.0
50,"Usual Suspects, The (1995)","['Crime', 'Thriller']",114814.0,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,629.0
51,Guardian Angel (1994),"['Action', 'Drama', 'Thriller']",109950.0,/hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg,117164.0
52,Mighty Aphrodite (1995),['Comedy'],113819.0,/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,11448.0
53,Lamerica (1994),['Drama'],110299.0,/407nYlg60AOj95lqDZ4tvUTTm1k.jpg,49133.0
54,"Big Green, The (1995)","[""Children's"", 'Comedy']",112499.0,/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,26441.0
55,Georgia (1995),['Drama'],113158.0,/5OTTRuKfiso75xofN8Vl5mRXOQP.jpg,97406.0
56,Kids of the Round Table (1995),"['Adventure', ""Children's"", 'Fantasy']",113541.0,/tL9ImxOccEshRlgmrKQabKH2tCd.jpg,124057.0
57,Home for the Holidays (1995),['Drama'],113321.0,/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg,9089.0
58,"Postino, Il (The Postman) (1994)","['Drama', 'Romance']",110877.0,/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,11010.0
59,"Confessional, The (Le Confessionnal) (1995)","['Drama', 'Mystery']",112714.0,/8RCRrSAY8e3Qn5p9cNv188ogmZQ.jpg,99040.0
60,"Indian in the Cupboard, The (1995)","['Adventure', ""Children's"", 'Fantasy']",113419.0,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,11359.0
61,Eye for an Eye (1996),"['Drama', 'Thriller']",116260.0,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,17182.0
62,Mr. Holland's Opus (1995),['Drama'],113862.0,/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,2054.0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),['Comedy'],116126.0,/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,10607.0
64,Two if by Sea (1996),"['Comedy', 'Romance']",118002.0,/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg,19760.0
65,Bio-Dome (1996),['Comedy'],115683.0,/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,9536.0
66,Lawnmower Man 2: Beyond Cyberspace (1996),"['Sci-Fi', 'Thriller']",116839.0,/i0hBsWBLw64XRehFzCL44PaCs1y.jpg,11525.0
67,Two Bits (1995),['Drama'],114753.0,/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg,40628.0
68,French Twist (Gazon maudit) (1995),"['Comedy', 'Romance']",113149.0,/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,4482.0
69,Friday (1995),['Comedy'],113118.0,/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,10634.0
70,From Dusk Till Dawn (1996),"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",116367.0,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,755.0
71,Fair Game (1995),['Action'],113010.0,/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,11859.0
72,Kicking and Screaming (1995),"['Comedy', 'Drama']",113537.0,/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,28387.0
73,"Misérables, Les (1995)","['Drama', 'Musical']",113828.0,/ePJCk8puXx28CtvpSpmezpwfVt8.jpg,48750.0
74,Bed of Roses (1996),"['Drama', 'Romance']",115644.0,/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg,20927.0
75,Big Bully (1996),"['Comedy', 'Drama']",115676.0,/wtFekK9VKWujQW9R9c6sYbir6wm.jpg,36929.0
76,Screamers (1995),"['Sci-Fi', 'Thriller']",114367.0,/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,9102.0
77,Nico Icon (1995),['Documentary'],113973.0,/tuIDKBp92R4tGFOB46MofvakfiY.jpg,124626.0
78,"Crossing Guard, The (1995)",['Drama'],112744.0,/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg,27526.0
79,"Juror, The (1996)","['Drama', 'Thriller']",116731.0,/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg,9623.0
80,"White Balloon, The (Badkonake Sefid ) (1995)",['Drama'],112445.0,/96UDOJNgJXHmQMJqA79bKS9PR8i.jpg,46785.0
81,Things to Do in Denver when You're Dead (1995),"['Crime', 'Drama', 'Romance']",114660.0,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,400.0
82,Antonia's Line (Antonia) (1995),['Drama'],112379.0,/bIQp2SJrVXiQttv9hXeqliQox0K.jpg,880.0
83,Once Upon a Time... When We Were Colored (1995),['Drama'],114039.0,/tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg,146599.0
84,Last Summer in the Hamptons (1995),"['Comedy', 'Drama']",113612.0,/pfgpkDNcwSi1x4jVzeLqvxTwX5a.jpg,188588.0
85,Angels and Insects (1995),"['Drama', 'Romance']",112365.0,/1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg,8447.0
86,White Squall (1996),"['Adventure', 'Drama']",118158.0,/3a5nomeyzJF4gG26HouCtce99ki.jpg,10534.0
87,Dunston Checks In (1996),"[""Children's"", 'Comedy']",116151.0,/lXSWbUA3T2o792SYdbfFKFTcSC1.jpg,17414.0
88,Black Sheep (1996),['Comedy'],115697.0,/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,13997.0
89,Nick of Time (1995),"['Action', 'Thriller']",113972.0,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,2086.0
90,"Journey of August King, The (1995)",['Drama'],113490.0,/hT5CF2RJPAVi9TE4iKxGYAufY4J.jpg,61548.0
92,Mary Reilly (1996),"['Drama', 'Thriller']",117002.0,/Oesh4pN5J2ing4flkgkiVdxILP.jpg,9095.0
93,Vampire in Brooklyn (1995),"['Comedy', 'Romance']",114825.0,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,12158.0
94,Beautiful Girls (1996),['Drama'],115639.0,/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,9283.0
95,Broken Arrow (1996),"['Action', 'Thriller']",115759.0,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,9208.0
96,In the Bleak Midwinter (1995),['Comedy'],113403.0,/6u2N0gn6uUWF4cSdkXmVB8E8q2X.jpg,40154.0
97,"Hate (Haine, La) (1995)",['Drama'],113247.0,/jTzBED0leGPwWDqNewye11qzJgd.jpg,406.0
98,Shopping (1994),"['Action', 'Thriller']",111173.0,/jdYL6f0KXnYBcnWnwGtnanJtKlE.jpg,45549.0
99,Heidi Fleiss: Hollywood Madam (1995),['Documentary'],113283.0,/j9k3UTx7OZ0xoCws1oACYQZFF5N.jpg,63076.0
100,City Hall (1996),"['Drama', 'Thriller']",115907.0,/ttdjD9NpxXsTJidPT3o1Gk0oTkG.jpg,11062.0
101,Bottle Rocket (1996),['Comedy'],115734.0,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,13685.0
102,Mr. Wrong (1996),['Comedy'],117102.0,/8oZW1loLEczN1BU60YobsJJFdSR.jpg,47475.0
103,Unforgettable (1996),['Thriller'],118040.0,/qQek3X5Yv0iLZqQ98KWIKtE3x4m.jpg,2045.0
104,Happy Gilmore (1996),['Comedy'],116483.0,/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,9614.0
105,"Bridges of Madison County, The (1995)","['Drama', 'Romance']",112579.0,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,688.0
106,Nobody Loves Me (Keiner liebt mich) (1994),"['Comedy', 'Drama']",110251.0,/lnfMQ6K2EgJpn2JZTadnaufiwiR.jpg,11907.0
107,Muppet Treasure Island (1996),"['Adventure', ""Children's"", 'Comedy', 'Musical']",117110.0,/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg,10874.0
108,Catwalk (1995),['Documentary'],112646.0,/yhFcbTCnsWjg3nH3PLL6RoltjqS.jpg,89333.0
109,Headless Body in Topless Bar (1995),['Comedy'],113276.0,/tQ6HEWNxvbeF2WklTVEp3su446F.jpg,96357.0
110,Braveheart (1995),"['Action', 'Drama', 'War']",112573.0,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,197.0
111,Taxi Driver (1976),"['Drama', 'Thriller']",75314.0,/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,103.0
112,Rumble in the Bronx (1995),"['Action', 'Adventure', 'Crime']",113326.0,/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,33542.0
113,Before and After (1996),"['Drama', 'Mystery']",115645.0,/yTDzXDKNGlmGYk5HuEeZUAypo1p.jpg,43566.0
114,Margaret's Museum (1995),['Drama'],113774.0,/l00ALsdVyRGmPIp5EWlEoplki0X.jpg,71754.0
115,Happiness Is in the Field (1995),['Comedy'],112556.0,/4PlYwKSqsjKFr4hjh61KukRIRvy.jpg,43612.0
116,Anne Frank Remembered (1995),['Documentary'],112373.0,/x2n4YIVsms3JL8qCfzrbOg2yx0x.jpg,51352.0
117,"Young Poisoner's Handbook, The (1995)",['Crime'],115033.0,/yLEdmdH8sgK0hbHT4Oie1l1pt5d.jpg,16934.0
118,If Lucy Fell (1996),"['Comedy', 'Romance']",116606.0,/kFjffUg7zcST9AW4GoWiJFoNsH3.jpg,10324.0
119,"Steal Big, Steal Little (1995)",['Comedy'],114536.0,/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg,78406.0
120,Race the Sun (1996),['Drama'],117427.0,/odifQ57irGc3k0x85djZ0yT2Inn.jpg,55731.0
121,"Boys of St. Vincent, The (1993)",['Drama'],106473.0,/zC4WsoeXN2wCrUjNzu4iu7ph17Z.jpg,32119.0
122,Boomerang (1992),"['Comedy', 'Romance']",103859.0,/3dDufFHAuVXpfMdXkDUC0M0Y5TL.jpg,11066.0
123,Chungking Express (1994),"['Drama', 'Mystery', 'Romance']",109424.0,/yQUjZTzwgskqOJdr3jhwQ4yTkvb.jpg,11104.0
124,"Star Maker, The (Uomo delle stelle, L') (1995)",['Drama'],114808.0,/zRLV8Gz4x3k4Dc4Zxbmz7jsqNoN.jpg,37975.0
125,Flirting With Disaster (1996),['Comedy'],116324.0,/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg,2074.0
126,"NeverEnding Story III, The (1994)","['Adventure', ""Children's"", 'Fantasy']",110647.0,/driZCEKL79PaCsZNICSU3xd59sk.jpg,27793.0
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",['Drama'],111055.0,/3M4bH7A2L6wrHeueTUwr5PKYkfS.jpg,44284.0
128,Jupiter's Wife (1994),['Documentary'],110217.0,/uUi23HjvDFYGfuVlCBGozUY1Ab4.jpg,290157.0
129,Pie in the Sky (1995),"['Comedy', 'Romance']",114131.0,/6KO5jsPOr80J8PkKXPE8fym5I2R.jpg,110972.0
130,Angela (1995),['Drama'],112364.0,/dw5RWgSSDV5h3ZKS0oSzPe6A26p.jpg,32622.0
131,Frankie Starlight (1995),"['Drama', 'Romance']",113107.0,/1cPX7MWnEYG21tSdEpWlFygZUwY.jpg,73067.0
132,Jade (1995),['Thriller'],113451.0,/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg,11863.0
133,Nueba Yol (1995),"['Comedy', 'Drama']",114015.0,/1VNalbjNQkKejRnHW2XM6SwnCa0.jpg,55475.0
134,Sonic Outlaws (1995),['Documentary'],114500.0,/wU4NBvZdP1wTAq142OR5knnhfG5.jpg,124636.0
135,Down Periscope (1996),['Comedy'],116130.0,/q6JEjedx4LoZRig8U1R5sJqBfti.jpg,9101.0
136,From the Journals of Jean Seberg (1995),['Documentary'],113125.0,/wfPHta8Wxm4LQVHU8tRhL8GCyIz.jpg,123360.0
137,Man of the Year (1995),['Documentary'],113756.0,/nKYRDhGlbvQpXJnyMm7fcFDtm6P.jpg,5757.0
138,"Neon Bible, The (1995)",['Drama'],113952.0,/wpaZXRvhdNhmaedy8BMytuOXvGO.jpg,39428.0
139,Target (1995),"['Action', 'Drama']",114618.0,/z0ezqAFMeGYd5mLEWaN8jC9eczF.jpg,124639.0
140,Up Close and Personal (1996),"['Drama', 'Romance']",118055.0,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg,9302.0
141,"Birdcage, The (1996)",['Comedy'],115685.0,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,11000.0
142,Shadows (Cienie) (1988),['Drama'],,,
143,Gospa (1995),['Drama'],113200.0,/b8niK1RquKFR7TZBJbWN8zZPCcT.jpg,249882.0
144,"Brothers McMullen, The (1995)",['Comedy'],112585.0,/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg,16388.0
145,Bad Boys (1995),['Action'],112442.0,/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,9737.0
146,"Amazing Panda Adventure, The (1995)","['Adventure', ""Children's""]",112342.0,/1yB7ryvYqKrNTnWcx3C31RdUgL1.jpg,30765.0
147,"Basketball Diaries, The (1995)",['Drama'],112461.0,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,10474.0
148,"Awfully Big Adventure, An (1995)",['Drama'],112427.0,/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg,22279.0
149,Amateur (1994),"['Crime', 'Drama', 'Thriller']",109093.0,/lZHBvDFavIfOx8gD4iqY701jF98.jpg,30157.0
150,Apollo 13 (1995),['Drama'],112384.0,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,568.0
151,Rob Roy (1995),"['Drama', 'Romance', 'War']",114287.0,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,11780.0
152,"Addiction, The (1995)",['Horror'],112288.0,/ej0gD547grj5QMoKuzqKyHuc3Xi.jpg,34996.0
153,Batman Forever (1995),"['Action', 'Adventure', 'Comedy', 'Crime']",112462.0,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,414.0
154,Belle de jour (1967),['Drama'],61395.0,/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,649.0
155,Beyond Rangoon (1995),"['Drama', 'War']",112495.0,/5CQgpLITPo33AEN1jULsyiHxSDJ.jpg,1873.0
156,Blue in the Face (1995),['Comedy'],112541.0,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg,5894.0
157,Canadian Bacon (1994),"['Comedy', 'War']",109370.0,/qnKARYBofUzHkBY8x9GWSNSoota.jpg,1775.0
158,Casper (1995),"['Adventure', ""Children's""]",112642.0,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,8839.0
159,Clockers (1995),['Drama'],112688.0,/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg,20649.0
160,Congo (1995),"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",112715.0,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,10329.0
161,Crimson Tide (1995),"['Drama', 'Thriller', 'War']",112740.0,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,8963.0
162,Crumb (1994),['Documentary'],109508.0,/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg,26564.0
163,Desperado (1995),"['Action', 'Romance', 'Thriller']",112851.0,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,8068.0
164,Devil in a Blue Dress (1995),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",112857.0,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg,8512.0
165,Die Hard: With a Vengeance (1995),"['Action', 'Thriller']",112864.0,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,1572.0
166,"Doom Generation, The (1995)","['Comedy', 'Drama']",112887.0,/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg,13552.0
167,Feast of July (1995),['Drama'],113044.0,/ntXzazC3ZaWy9GjkFzZGtJFLCZp.jpg,259209.0
168,First Knight (1995),"['Action', 'Adventure', 'Drama', 'Romance']",113071.0,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,6520.0
169,Free Willy 2: The Adventure Home (1995),"['Adventure', ""Children's"", 'Drama']",113114.0,/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg,9073.0
170,Hackers (1995),"['Action', 'Crime', 'Thriller']",113243.0,/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,10428.0
171,Jeffrey (1995),['Comedy'],113464.0,/mdQd6vgt2sr8gCIVUucwxus29j1.jpg,17447.0
172,Johnny Mnemonic (1995),"['Action', 'Sci-Fi', 'Thriller']",113481.0,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,9886.0
173,Judge Dredd (1995),"['Action', 'Adventure', 'Sci-Fi']",113492.0,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,9482.0
174,Jury Duty (1995),['Comedy'],113500.0,/fOKuWVHR2M4xPjRwYl0bLHsdRHu.jpg,19326.0
175,Kids (1995),['Drama'],113540.0,/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,9344.0
176,Living in Oblivion (1995),['Comedy'],113677.0,/sWWb7tX3eEX7M0B7t89Gh9rDctX.jpg,9071.0
177,Lord of Illusions (1995),['Horror'],113690.0,/9pwdoUes8V8ntTetsKtv2ThGeIm.jpg,8973.0
178,Love & Human Remains (1993),['Comedy'],107447.0,/wuCyRk9eult77MXmRnE9gkSjUnt.jpg,15730.0
179,Mad Love (1995),"['Drama', 'Romance']",113729.0,/yLq2bns665GyK5UcMXKUJmItm7F.jpg,47608.0
180,Mallrats (1995),['Comedy'],113749.0,/4saVIltqkhq9is5NmD7N87Q40M.jpg,2293.0
181,Mighty Morphin Power Rangers: The Movie (1995),"['Action', ""Children's""]",113820.0,/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg,9070.0
182,Moonlight and Valentino (1995),"['Drama', 'Romance']",113851.0,/wLwkTj5DRVNUnKSsNHdoka4QPLF.jpg,68274.0
183,Mute Witness (1994),['Thriller'],110604.0,/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg,48787.0
184,Nadja (1994),['Drama'],110620.0,/bRz2J0jlMgczJptX0Atzo9l70Bd.jpg,34574.0
185,"Net, The (1995)","['Sci-Fi', 'Thriller']",113957.0,/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,1642.0
186,Nine Months (1995),['Comedy'],113986.0,/aYavA2TOqpWVcxQZ31mMlYKqoFM.jpg,11472.0
187,Party Girl (1995),['Comedy'],114095.0,/iYM0EdHrcbu8rhkDKVBkDcZEo8t.jpg,36196.0
188,"Prophecy, The (1995)",['Horror'],114194.0,/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,11980.0
189,Reckless (1995),['Comedy'],114241.0,/mIEtFo5z8G6b0r2mxHjfIWT7vy7.jpg,58372.0
190,Safe (1995),['Thriller'],114323.0,/ihX2udk636JMAAaWDIMj6n5ejhb.jpg,32646.0
191,"Scarlet Letter, The (1995)",['Drama'],114345.0,/g46rChf49Qgq28RJ22iWwvsK7nO.jpg,10533.0
192,"Show, The (1995)",['Documentary'],114435.0,/qUlVaRYuiMvr1R3ZBW6hpS9QB4h.jpg,56088.0
193,Showgirls (1995),['Drama'],114436.0,/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg,10802.0
194,Smoke (1995),['Drama'],114478.0,/dku3aLprH3j1ilSsubW9Pbgfe0y.jpg,10149.0
195,Something to Talk About (1995),"['Comedy', 'Drama', 'Romance']",114496.0,/p9qioRaQblGXemFRQSwo8TpikVJ.jpg,18402.0
196,Species (1995),"['Horror', 'Sci-Fi']",114508.0,/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg,9348.0
197,"Stars Fell on Henrietta, The (1995)",['Drama'],114534.0,/5mkH38tcztyLy6CeAWHD1FC8ozC.jpg,139408.0
198,Strange Days (1995),"['Action', 'Crime', 'Sci-Fi']",114558.0,/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg,281.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","['Drama', 'Musical']",58450.0,/ju5W8qvWfjXXGaR7wd9wSyuYXhS.jpg,5967.0
200,"Tie That Binds, The (1995)",['Thriller'],114666.0,/uCPwXcYZ8G5Xi5h8zonBco980Dk.jpg,79593.0
201,Three Wishes (1995),['Drama'],114663.0,/ub79b63JJV4oeHwomSy5OS5fVsr.jpg,47939.0
202,Total Eclipse (1995),"['Drama', 'Romance']",114702.0,/BTGFfPHySJtw2qBoLysz3ercDB.jpg,36834.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",['Comedy'],114682.0,/xIDEoG9FQGmMCh5XsbkvSuD8WrW.jpg,9090.0
204,Under Siege 2: Dark Territory (1995),['Action'],114781.0,/6Z1p71nkm45cYuIZWOx5JSCYc0o.jpg,3512.0
205,Unstrung Heroes (1995),"['Comedy', 'Drama']",114798.0,/puMRjRJYE5TX1ffwuqoLXW9iLqq.jpg,52856.0
206,Unzipped (1995),['Documentary'],114805.0,/5fY5iN8mUBLdd4fmcXwdTqAZ9Sx.jpg,77350.0
207,"Walk in the Clouds, A (1995)","['Drama', 'Romance']",114887.0,/iZ4FNVYVUx6NS7HXMiNJTGgSo7H.jpg,9560.0
208,Waterworld (1995),"['Action', 'Adventure']",114898.0,/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg,9804.0
